drugbank_id,drugname,drug_type,description,approved,experimental,illicit,investigational,nutraceutical,withdrawn
DB05452,b'PH-284',small molecule,"PH-284 belongs to a new family of new chemical entities called vomeropherins. Vomeropherins are self-administered by the patient with a metered nasal spray, or nasal aerosol device so that they can bind to peripheral chemosensory receptors in the nasal passages. This binding produces neural impulses that are transmitted by specific pathways to the hypothalamic centre that directly and rapidly affect brain function. PH-284 is under investigation by Pherin and Organon for the treatment of anorexia nervosa, and loss of appetite and cachexia in cancer and AIDS patients.",0,0,0,1,0,0
DB05455,b'SR 121463',small molecule,"SR 121463 is a nonpeptide aquaretic compound with potent selective antagonism of the vasopressin V2 (V1b) receptor subtype. It is a candidate for control of hyponatremia and in the treatment of syndrome of inappropriate secretion of anti-diuretic hormone (SIADH).

",0,0,0,1,0,0
DB05457,b'OSI-7904L',small molecule,"OSI-7904L is a liposome encapsulated thymidylate synthase inhibitor, which is indicated for use in advanced gastric and/or gastroesophageal adenocarcinoma (A-G/GEJA). Current treatments also inhibit thymidylate synthase but the innovative lipid coating of OSI-7904L allows for more enduring results with administration of the TS inhibitor.",0,0,0,1,0,0
DB05458,b'Pozanicline',small molecule,"ABT-089 is a neuronal nicotinic acetylcholine receptor agonist that may have therapeutic utility for the treatment of several neurological disorders including Alzheimer, Attention Deficit Hyperactivity Disorder and Schizophrenia/Schizoaffective disorders. In radioligand binding studies, ABT-089 has shown selectivity toward the alpha4beta2 nAChR subtype as compared to the alpha7 and alpha1beta1deltagamma nAChR subtypes. Neuronal nicotinic acetylcholine receptors (nAChRs) modulate the release of several important neurotransmitters, such as acetylcholine and dopamine.",0,0,0,1,0,0
DB05459,b'Briakinumab',biotech,"Briakinumab is a human anti-IL-12 monoclonal antibody being developed for the treatment of a number of T-cell driven autoimmune diseases. It targets and neutralize interleukin-12 and interleukin-23, two proteins associated with inflammation, such as pro-inflammatory interleukins or tumor necrosis factor- alpha. Briakinumab represents a novel approach to treating psoriasis, Multiple Sclerosis, Crohn’s Disease and other autoimmune and inflammatory disorders.  As of 2011 drug development for psoriasis has been discontinued in the U.S. and Europe.",0,0,0,1,0,0
DB05460,b'Ezatiostat',small molecule,"Ezatiostat is investigated in clinical trials for treating myelodysplastic syndrome. This compound belongs to the peptides. These are compounds containing an amide derived from two or more amino carboxylic acid molecules (the same or different) by formation of a covalent bond from the carbonyl carbon of one to the nitrogen atom of another. This medication is known to target Glutathione S-transferase P. Ezatiostat is a small molecule drug that is an analog inhibitor of glutathione S-transferase P1-1. It acts intracellularly on the MAPK signaling pathway by activating ERK2. Ezatiostat has myelostimulant activity in preclinical rodent models and human bone marrow cultures, and differentiates granulocytes and monocytes in HL60 cells. Ezatiostat is a candidate designed to stimulate the formation of bone marrow cells that are precursors to granulocytes and monocytes (white blood cells), erythrocytes (red blood cells) and platelets. Many conditions are characterized by depleted bone marrow, including myelodysplastic syndrome (MDS), a form of pre-leukemia in which the bone marrow produces insufficient levels of one or more of the 3 major blood elements (white blood cells, red blood cells and platelets). It might also be relevant as an adjunct therapy since a reduction in blood cell levels is also a common, toxic effect of many standard chemotherapeutic drugs.",0,0,0,1,0,0
DB05461,b'OPC-28326',small molecule,"At low doses, OPC 28326 selectively vasodilates the femoral arterial bed due to its inhibitory action at alpha-2-adrenoceptors while having minimal action on systemic blood pressure, heart rate and coronary, carotid, vertebral, renal, and mesenteric blood flows. It is the only clinical compound with this profile. It is currently being investigated in the treatment of peripheral vascular diseases and Raynaud's syndrome.",0,0,0,1,0,0
DB05463,b'ISS-1018',small molecule,"ISS 1018 is a short, synthetic, unmethylated CpG oligodeoxynucleotide (CpG ODN) with immunostimulatory activity. ISS 1018 signals through Toll-like receptor 9 (TLR9) to induce the production of immunoglobulin by B cells and interferon (IFN) -alpha, IFN-beta, interleukin-12 (IL-12), and tumor necrosis factor - alpha (TNF-alpha) by plasmacytoid dendritic cells (pDC). ISS 1018 CpG ODN promotes antigen presentation and co-stimulatory molecule expression. ISS 1018 is currently being investigated in combination with HBsAg vaccine as a prophylactic treatment for to prevent Hepatitis B in adults. It is also being investigated in combination with rituximab for treatment of b-cell or non-hodgkin's lymphoma.",0,0,0,1,0,0
DB05464,b'NOX-700',small molecule,"NOX-700, an new orally active dithiocarbamate-based nitric oxide (NO) blocking agent that is in development for the treatment of diabetes mellitus (type 2 diabetes). In animal studies, NOX-700 lowered serum glucose, improved glucose tolerance, and reduced the percentage of total glycated hemoglobin. Immunohistochemical studies on
pancreatic tissue also showed that NOX-700 therapy effectively preserved islet structure and increased insulin immunoreactivity. It has since been found that oxidative signaling of the redox-sensitive transcription factor, NF-κB, and inhibiting protein glycation are responsible for the drug's therapeutic effects.
",0,0,0,1,0,0
DB05465,b'Tandutinib',small molecule,"MLN518 is a novel, oral, small molecule designed to inhibit type III receptor tyrosine kinases, including FLT3, (platelet-derived growth-factor receptor) PDGFR and c-KIT. Tyrosine kinases are enzymes involved in several cellular processes and are known to be activated in cancer cells to drive tumor growth. AML patients with FLT3 mutations experience earlier disease relapse and shorter survival rates compared to patients without these mutations. Approximately 25 to 30 percent of all adult AML patients have a mutation of the FLT3 gene. The use of MLN518 to treat AML has been granted fast-track status by the U.S. Food and Drug Administration. Phase I/II trials are underway.",0,0,0,1,0,0
DB05466,b'R673',small molecule,"R673 is a novel NK1 antagonist that penetrates the blood-brain barrier, has excellent safety and tolerability and shows low P450-based drug interaction potential. The phase II program for treatment of depression and anxiety is ongoing in the US and EU.It is not clear how tachykinin antagonists exert their effect, but SP levels have been commonly linked to the functioning of limbic system with respect to anxiety and depression.",0,0,0,1,0,0
DB05467,b'Palovarotene',small molecule,"Fibrodysplasia Ossificans Progressiva (FOP), with an estimated worldwide prevalence of one in 2 million individuals,[A244920] is an exceptionally rare genetic disorder. FOP is caused by a gain-of-function mutation in the ACVR1/ALK2 gene which results in progressive heterotopic ossification, a process wherein connective tissues (e.g. skeletal muscle, ligaments, tendons) are replaced with bone.[A244920] The ossification occurring as a result of FOP is insidious and cumulative, and is provoked during flare-ups or in response to injury. Treatment options for patients with FOP are extremely limited, although there has been substantial recent interest in novel treatments for this disease.[A244920]

Palovarotene is a selective agonist of retinoic acid receptor gamma (RARγ) belonging to a class of medications known as retinoids, similar in mechanism to drugs like [tazarotene] or [trifarotene], which are derivatives of [vitamin A]. It first garnered interest as a potential treatment for emphysema,[A3568,A3570] but was eventually recognized as a potential novel therapy for patients with FOP.[A244920] Agonists for retinoic acid receptors have been shown to inhibit chondrogenesis of heterotopic ossification in a transgenic mice model of FOP, with selective RARγ agonists (e.g. palovarotene) demonstrating the greatest efficacy.[A244920]

Palovarotene was approved for use in Canada in January 2022 for the management of heterotopic ossification in patients with FOP,[L39990] representing the first global approval for any FOP therapy.[L40020] It has been granted rare pediatric disease and breakthrough therapy designations from the US FDA, although a previously submitted NDA was withdrawn in August 2021 pending the resubmission of additional data analyses.[L40010]",1,0,0,1,0,0
DB05468,b'R411',small molecule,"R411 is a non-steroid oral medicine for the treatment of asthma. It is not immunosuppressive, but blocks the activation and recruitment of cells involved in respiratory inflammation. It is a dual-acting competitive integrin antagonist (as compared to previously developed single integrin antagonists or SIAs) that prevents binding of V-CAM1 to either a4b1 or a4b7. ",0,0,0,1,0,0
DB05469,b'R450',small molecule,R450 is an alpha 1 antagonist that acts to tighten the muscle tone in the bladder. It is being considered for treatment of stress-related urinary incontinence. Phase IIa data for the drug show it reduced the number of incontinent episodes compared to placebo with minimal cardiovascular effects.,0,0,0,1,0,0
DB05470,b'VX-702',small molecule,"VX-702 is a small molecule investigational oral anti-cytokine therapy for treatment of inflammatory diseases, specifically rheumatoid arthritis (RA). It acts as a p38 MAP kinase inhibitor. In the future, VX-702 may be investigated for combination with methotrexate, a commonly used therapy for RA.",0,0,0,1,0,0
DB05471,b'SGN-30',biotech,"SGN-30 is an  engineered monoclonal antibody (mAb) that reacts with significant affinity to the CD30 antigen, which is highly expressed on a variety of hematologic malignancies as compared to on normal cells. SGN-30 has been shown to induce direct anti-cancer activity towards tumor cells expressing CD30 and is undergoing phase II trials for cancer therapy.  SGN-30 has demonstrated objective antitumor responses as a single agent in phase II clinical trials. We are collaborating with the National Cancer Institute (NCI) on three clinical trials of SGN-30 in combination with chemotherapy for the treatment of relapsed Hodgkin lymphoma, front-line ALCL and pediatric ALCL.

SGN-30 received orphan drug designation from the FDA in July 2003 for Hodgkin lymphoma and in February 2004 for T-cell lymphomas. ",0,0,0,1,0,0
DB05472,b'Human interferon omega-1',biotech,"Human interferon omega 1 (IFN-omega 1 = IFN-alpha II1) is a recently discovered protein structurally related to IFN-alpha and -beta. It occurs naturally in the human body and is currently being manufactured by Intarcia through genetic engineering. There are multiple routes for administration of omega interferon:  injection, an implantable subcutaneous drug delivery system, and an oral formulation. It has been investigated both in single and combination treatment. The biological activities of IFN-omega 1 and its physiological role are not known to date.",0,0,0,1,0,0
DB05475,b'Golotimod',small molecule,"SCV-07 (g -D-glutamyl-L-tryptophan) is a novel synthetic dipeptide that acts broadly on the Toll-like receptor pathway. It has been shown to stimulate T-lymphocyte differentiation, macrocytic phagocytosis,  and specific immune responses, and enhance IL-2 and INF-g production. Due to this preferential activation of Th1 cytokine production, SCV-07 may show utility in treatment of tuberculosis. It can be administered orally or subcutaneously. In independent studies, treatment of tuberculosis with SCV-07 improved clearance of mycobacteria, improved cavity healing, improvements in immune parameters and reduced symptoms (fever, weakness, sweating, dry cough, productive cough, dyspnea, chest pain, tachycardia) without any adverse local or general effects. SCV-07 has shown efficacy in treating various viral and bacterial infections.",0,0,0,1,0,0
DB05476,b'WX-UK1',small molecule,"WX-UK1 is a 3-amidinophenylalanine-based non-cytotoxic small molecule that belongs to a new class of drugs. In animal models, WX-UK1 blocks tumor cell invasion, metastasis and primary tumor growth by inhibiting serine proteases and the urokinase Plasminogen Activator (uPA) system, which have been shown to play a key role in metastasis and primary tumor growth of breast, gastric, colon cancer, and various other solid tumors. Independent studies show that administration of Wx-UK1 resulted in a decrease of tumor cell invasion, suggesting its efficacy as a an adjuvant antimetastatic therapy of carcinomas.",0,0,0,1,0,0
DB05478,b'Pradefovir mesylate',small molecule,"Pradefovir mesilate (previously known as MB-06886, Hepavir B and remofovir mesylate) is an orally administered small molecule compound that belongs to a novel series of phosphate and phosphonate prodrugs of adefovir. [Adefovir] (Hepsera) is an acyclic phosphonate analogue of adenine that is used to treat hepatitis B virus. As adefovir is poorly absorbed and associated with a high level of nephrotoxicity, pradefovir mesilate was designed to specifically target the liver and reduce risks to external tissue, especially the kidneys, while improving results of adefovir.

Pradefovir is activated through oxidation that is mediated by cytochrome P-450 (CYP) 3A4, which is predominantly expressed in the liver. The novel prodrug is highly stable in both plasma and tissues and demonstrated potent preclinical and clinical anti-HBV activity. Pradefovir is undergoing phase II development for the treatment of chronic hepatitis B.",0,0,0,1,0,0
DB05479,b'CZEN 002',small molecule,"CZEN-002 is a novel, non-azole anti-fungal synthetic octapeptide, derived from alpha-Melanocyte-Stimulating Hormone (a-MSH). CZEN-002 modulates inflammatory and immune responses. It has also been shown to kill Candida albicans (C. albicans), a single-celled fungal organism that causes a variety of infections, including vaginitis. This organism can invade tissues and produce fatal infections in individuals with compromised immune systems such as those suffering from HIV/AIDS or undergoing organ or bone transplants. The antimicrobial activity of CZEN-002 is unique in that it does not depend on direct damage to the microbial membrane. It appears that CZEN-002 works on a receptor in yeast that has yet to be identified. 

Studies attempting to understand the candidacidal activity of derivatives of alpha-MSH have focused on the alpha-MSH amino acid sequence (6-13), which contains the invariant core sequence His-Phe-Arg-Trp (6-9) that is important for binding to the known melanocortin receptors. A second focus was on the sequence Lys-Pro-Val (11-13) that is known to be important for antimicrobial activity. 
",0,0,0,1,0,0
DB05481,b'Recombinant alpha 1-antitrypsin',biotech,"Alpha 1-antitrypsin is a glycoprotein primarily produced by hepatocytes, and to a lesser extent, immune system cells. Recombinant alpha 1-antitrypsin (rAAT) is produced from yeast, which unlike commercially available forms of plasma-derived AAT, eliminates the risk associated with blood-borne infectious agents and allows for a increased manufacturing.  rAAT belongs to a family of structurally-related proteins classified as serine protease inhibitors or SERPINS, which are known to inhibit several proteases including trypsin, cathepsin G, thrombin, tissue kallikrein, as well as neutrophil elastase. The proteinase/antiproteinase balance is believed to be important for maintaining healthy skin. The rAAT topical gel (Dermolastin™) is indicated for patients with atopic dermatitis and psoriasis. The company has indicated that other formulations for gastroenterological and urological indications will also be developed.",0,0,0,1,0,0
DB05482,b'7-ethyl-10-hydroxycamptothecin',small molecule,"7-ethyl-10-hydroxycamptothecin (SN 38) is a liposomal formulation of the active metabolite of Irinotecan [DB00762],  a chemotherapeutic pro-drug approved for the treatment of advanced colorectal cancer. SN 38 has been used in trials studying the treatment of Cancer, Advanced Solid Tumors, Small Cell Lung Cancer, Metastatic Colorectal Cancer, and Triple Negative Breast Cancer, among others.",0,0,0,1,0,0
DB05483,b'Picolinic acid',small molecule,"PCL-016  or Picolinic acid drug substance is a pyridine carboxylate metabolite of tryptophan. It acts as an anti-infective and immunomodulator and is produced in approximately 25-50 mg quantities by the body on a daily basis through the breakdown of tryptophan. PCL-016 plays a key role in zinc transport. As a therapeutic agent, the molecule works by binding to zinc finger proteins (ZFPs) in a way that changes their structures and disrupts zinc binding, inhibiting function. ZFPs are involved in viral replication and packaging as well as normal cell homeostatic functions. Picolinic acid has been shown to be an anti-viral in vitro and in vivo, and sometimes works in conjunction with other cytokines such as interferon gamma to affect immune responses. Acne vulgaris, herpes and other viral infections therefore pose potential therapeutic targets of PCL-016.",0,0,0,1,0,0
DB05484,b'MDX-018',small molecule,"MDX-018, also known as HuMax-Inflam, is a fully human antibody that is directed to IL-8 (interleukin-8) and may have potential application in oncology and inflammation. Trials will initially focus on studies to treat glioblastoma, a cancer of the central nervous system. Other possible indications include chronic obstructive pulmonary disease (COPD) and pustular dermatoses. In pre-clinical studies, HuMax-Inflam has been shown to inhibit tumor growth in tumor models using primary human tumors in immunodeficient mice. HuMax-Inflam was also effective in reducing disease activity in palmoplantar pustulosis patients in a clinical study.",0,0,0,1,0,0
DB05487,b'Custirsen',biotech,"Custirsen is a benzopyran with potential antineoplastic activity. Custirsen acts as a selective estrogen receptor modulator (SERM), inhibiting the proliferation of estrogen-sensitive breast cancer cells. This agent also inhibits growth and induces apoptosis of glioblastoma cells via a mechanism independent of estrogen receptor-related mechanisms. Custirsen is also being investigated in the treatment of primary brain tumors.",0,0,0,1,0,0
DB05488,b'Technetium Tc-99m ciprofloxacin',small molecule,"99mTc-Ciprofloxacin is a new formulation of ciprofloxacin (INFECTON), being investigated as a radioimaging agent for the potential diagnosis of infection, including fever of unknown origin, osteomyelitis, wound infection, abdominal abscess, pneumonia, appendicitis and tuberculosis. INFECTON combines the widely used antibiotic, ciprofloxacin, with Technetium ((99m)Tc), the most commonly used radioisotope in nuclear medical imaging There is currently controversy around the drug's ability to discriminate between sterile inflammation and bacterial versus nonbacterial infections.",0,0,0,1,0,0
DB05489,b'ACA 125',small molecule,"An  IgG1 murine monoclonal anti-idiotype antibody (Ab2), ACA-125, was developed to bind to anti-CA 125 antibodies. ACA-125 mimics the tumor-associated antigen CA-125, which can be detected in about 80% of ovarian carcinomas.


This new concept of oncological immunotherapy consists of an attempt to trigger the immune system of the host to respond against tumor cells. Antiidiotypic antibodies bearing the internal image of an antigen expressed on the surface of the tumor are suited to this approach. 

To create ACA-125, a hybridoma cell was adapted to serum-free medium and antibody was produced in a hollow fiber cell culture system. Positive clinical results are now being reported.
",0,0,0,1,0,0
DB05490,b'AMG-131',small molecule,"AMG-131 (T131), an orally-administered therapy, is expected to lower blood glucose in type II diabetic patients by improving the body’s ability to respond to insulin. T131 is a selective modulator of PPARg (peroxisome proliferator activated receptor gamma), a receptor involved in regulating the body’s ability to respond to insulin. T131 is not structurally related to the thiazolidinedione class of PPARg agonists, which includes Actos and Avandia.",0,0,0,1,0,0
DB05492,b'Epicept NP-1',small molecule,"EpiCept NP-1 is a prescription topical analgesic cream designed to provide effective, long-term relief from the pain of peripheral neuropathies. Peripheral neuropathies are medical conditions caused by damage to the nerves in the peripheral nervous system. The peripheral nervous system includes nerves that run from the brain and spinal cord to the rest of the body.  EpiCept NP-1 Cream is a patented formulation containing two FDA-approved drugs, amitriptyline (a widely-used antidepressant) and ketamine (an NMDA antagonist that is used as an anesthetic).",0,0,0,1,0,0
DB05494,b'Elacytarabine',small molecule,"Elacytarabine is a fatty acid derivative of [cytarabine], an approved cytotoxic cancer drug. Cytarabine has limitations such as minimal uptake in solid tumours and is only used to treat leukaemia. Elacytarabine is designed to overcome this limitation and has shown considerable uptake in solid tumour cells. Elacytarabine is a patented new chemical entity of the nucleoside analog class, with improved biological properties and the potential to treat solid tumours such as non-small cell lung cancer, malignant melanoma and ovarian cancer.",0,0,0,1,0,0
DB05495,b'PG-530742',small molecule,"PG-530742 selectively inhibits certain matrix metalloproteinases that have been implicated in the cartilage degradation that occurs in osteoarthritis. By inhibiting these MMPs, it potentially limits cartilage degradation and disease progression. Studies are currently assessing the efficacy and safety of PG-530742 in the treatment of mild to moderate knee osteoarthritis.",0,0,0,1,0,0
DB05501,b'AMD-070',small molecule,"AMD-070 is a small molecule drug candidate that belongs to a new investigational class of anti-HIV drugs known as entry (fusion) inhibitors. Currently there is only one FDA-approved entry inhibitor, enfuvirtide (Fuzeon), that is available for the treatment of HIV infection. Several experimental entry inhibitors are now in early stage testing, including AMD-070, which targets the CXCR4 receptor on HIV and prevents the virus from entering and infecting healthy cells. Other entry inhibitors target the CCR5 receptor of HIV.These new agents are widely viewed as next generation anti-HIV drugs with the potential to significantly advance HIV therapeutics.",0,0,0,1,0,0
DB05505,b'NM-702',small molecule,"Nissan Chemical and Taisho have been jointly developing NM-702, a drug for the treatment of arteriosclerosis obliterans.

M-702 is an orally active inhibitor of phosphodiesterase and thromboxane synthetase. In Japan, Phase 2 studies are being conducted for intermittent claudication caused by arteriosclerosis obliterans, intermittent claudication caused by spinal canal stenosis, and asthma. In the USA, a Phase 2 study for intermittent claudication caused by arteriosclerosis obliterans has been successfully completed.
Intermittent claudication is a major symptom of arteriosclerosis obliterans. It is caused by insufficient oxygen supply to exercising muscles in the lower extremities due to decreased blood flow as a result of sclerosis of peripheral arteries. It is estimated that about 6 million people suffer from intermittent claudication in the USA, with only 10 percent of these people currently receiving treatment. Patients with claudication experience significant disability, owing to their exercise limitation. Therapeutic options to improve exercise performance in these patients are limited",0,0,0,1,0,0
DB05506,b'ISIS 113715',small molecule,"ISIS 113715 is our second-generation antisense inhibitor of protein tyrosine phosphatase 1b, or PTP‑1b, for the treatment of type 2 diabetes. In early trials, ISIS 113715 induced statistically significant improvements in multiple measures of glucose control along with statistically significant
reductions in LDL-cholesterol. ",0,0,0,1,0,0
DB05507,b'VX-765',small molecule,"VX-765 is the orally available prodrug of a potent and selective competitive inhibitor of ICE/caspase-1 (VRT-043198). VX-765 is currently under clinical development for the treatment of inflammatory and autoimmune conditions, as it blocks the hypersensitive response to an inflammatory stimulus.",0,0,0,1,0,0
DB05509,b'LI-301',small molecule,"LI 301 is an orally bio-available compound delivered in a fast melt mechanism with taste masking enabling it to be taken anytime without water. It has a novel mode of action combining both the light effect of a Selective Serotonin Reuptake Inhibitor (""SSRI"")(most likely  antagonistic at 5HT1a receptors) and antagonism at mu-opioid receptors. This results in a slight dulling of sensation that can be used to treat premature ejaculation without interfering with normal sexual pleasure or orgasm. ",0,0,0,1,0,0
DB05511,b'Piclidenoson',small molecule,"CF 101 (known generically as IB-MECA) is an anti-inflammatory drug for rheumatoid arthritis patients. Its novel mechanism of action relies on antagonism of adenoside A3 receptors. 
CF101 is supplied as an oral drug and has an excellent safety profile. It is also being considered for the treatment of other autoimmune-inflammatory disorders, such as Crohn's disease, psorasis and dry eye syndrome.",0,0,0,1,0,0
DB05513,b'Atiprimod',small molecule,,0,0,0,1,0,0
DB05514,b'Cobiprostone',small molecule,,0,0,0,1,0,0
DB05518,b'Managlinat dialanetil',small molecule,"CS-917 is a novel inhibitor of fructose 1,6-bisphphosphatase (FBPase) which is one of the rate-limiting enzymes of gluconeogenesis.",0,0,0,1,0,0
DB05521,b'Telaprevir',small molecule,"Telaprevir is a direct acting antiviral medication used as part of combination therapy to treat chronic Hepatitis C, an infectious liver disease caused by infection with Hepatitis C Virus (HCV). HCV is a single-stranded RNA virus that is categorized into nine distinct genotypes, with genotype 1 being the most common in the United States, and affecting 72% of all chronic HCV patients [L852]. Treatment options for chronic Hepatitis C have advanced significantly since 2011, with the development of Direct Acting Antivirals (DAAs) such as Telaprevir. Telaprevir is an inhibitor of NS3/4A, a serine protease enzyme, encoded by HCV genotype 1 [FDA Label]. These enzymes are essential for viral replication and serve to cleave the virally encoded polyprotein into mature proteins like NS4A, NS4B, NS5A and NS5B. The barrier for develoment of resistance to NS3/4A inhibitors is lower than that of NS5B inhibitors, another class of DAAs [A19593]. Subtitutions at amino acid positions 155, 156, or 168 are known to confer resistance. The substitutions of the enzyme's catalytic triad consisting of H58, D82, and S139 are also likely to alter the affinity of the drug for NS3/4A or the activity of the enzyme itself. Despite this disadvantage Telaprevir is still effective against HCV when paired with [DB00811], [DB00008], and [DB00022].

Telaprevir, [DB00811], [DB00008], and [DB00022] were used with the intent to cure, or achieve a sustained virologic response (SVR), after 12 weeks of daily administration of the combination therapy followed by 12 or 36 weeks of therapy with [DB00811], [DB00008], and [DB00022]. SVR and eradication of HCV infection is associated with significant long-term health benefits including reduced liver-related damage, improved quality of life, reduced incidence of Hepatocellular Carcinoma, and reduced all-cause mortality [A19626].

Telaprevir was available as a fixed dose product (tradename Incivek) used for the treatment of chronic Hepatitis C. Approved in May 2011 by the FDA, Incivek was indicated for the treatment of HCV genotype 1 in combination with [DB00811], [DB00008], and [DB00022] [FDA Label]. Incivek has since been withdrawn from the market.",1,0,0,0,0,1
DB05524,b'Pelitinib',small molecule,"Pelitinib (EKB-569) is a potent, low molecular weight, selective, and irreversible inhibitor of epidermal growth factor receptor (EGFR) that is being developed as an anticancer agent.",0,0,0,1,0,0
DB05530,b'CPG 10101',biotech,CPG 10101 is a synthetic oligodeoxynucleotide (ODN) in clinical trials. It is a toll-like receptor 9 (TLR9) agonist with antiviral and immunomodulatory properties that could potentially influence chronic infection with HCV.,0,0,0,1,0,0
DB05532,b'BMS-488043',small molecule,BMS-488043 has been investigated as an anti-HIV agent.,0,0,0,1,0,0
DB05533,b'QR-333',small molecule,"QR-333 has been investigated as a treatment for diabetic peripheral neuropathy. QR-333 is a concentrated and standardized nutrient based active compounds dosed in a topical cream designed to reduce oxidative stress and treat symptoms of Diabetic Peripheral Neuropathy, a nerve disorder that can lead to numbness, skin ulcers, constant pain or extreme sensitivity to a stimulus.",0,0,0,1,0,0
DB05540,b'Alanosine',small molecule,An amino acid analogue and antibiotic derived from the bacterium Streptomyces alanosinicus with antimetabolite and potential antineoplastic activities.,0,0,0,1,0,0
DB05541,b'Brivaracetam',small molecule,"Brivaracetam is a racetam derivative of levetiracetam used in the treatment of partial-onset seizures. Brivaracetam binds SV2A with 20 times higher affinity than levetiracetam [A19184]. It is available under the brand name Briviact made by UCB. Briviact received FDA approval on February 19, 2016 [L760].",1,0,0,1,0,0
DB05542,b'Naronapride',small molecule,,0,0,0,1,0,0
DB05550,b'Iratumumab',biotech,"Immunoglobulin G1, anti-(human CD30 (antigen)) (human monoclonal MDX-060 heavy chain), disulfide with human monoclonal MDX-060 light chain, dimer. Molecular weight is approximately 170,000 daltons. In phase I/II clinical trials for treatment of CD30+ lymphomas.",0,0,0,1,0,0
DB05552,b'TG100-115',small molecule,An NSAID that inhibits PI-3K gamma and delta.,0,0,0,1,0,0
DB05553,b'Regrelor',small molecule,,0,0,0,1,0,0
DB05559,b'NF-kappaB Decoy',small molecule,,0,0,0,1,0,0
DB05562,b'Naluzotan',small molecule,,0,0,0,1,0,0
DB05578,b'Ramucirumab',biotech,"Ramucirumab is a human monoclonal antibody (IgG1) against vascular endothelial growth factor receptor 2 (VEGFR2), a type II trans-membrane tyrosine kinase receptor expressed on endothelial cells. By binding to VEGFR2, ramucirumab prevents binding of its ligands (VEGF-A, VEGF-C, and VEGF-D), thereby preventing VEGF-stimulated receptor phosphorylation and downstream ligand-induced proliferation, permeability, and migration of human endothelial cells. VEGFR stimulation also mediates downstream signalling required for angiogenesis and is postulated to be heavily involved in cancer progression, making it a highly likely drug target. In contrast to other agents directed against VEGFR-2, ramucirumab binds a specific epitope on the extracellular domain of VEGFR-2, thereby blocking all VEGF ligands from binding to it. Ramucirumab is indicated for us in advanced gastric or gastro-esophageal junction adenocarcinoma as a single agent or in combination with paclitaxel after prior fluoropyrimidine- or platinum-containing chemotherapy.",1,0,0,1,0,0
DB05590,b'Bedoradrine',small molecule,,0,0,0,1,0,0
DB05595,b'Farletuzumab',biotech,"Farletuzumab (MORAb-003) is a fully humanized monoclonal antibody against the folate receptor alpha, for the potential treatment of epithelial ovarian cancer.",0,0,0,1,0,0
DB05607,b'PRX-08066',small molecule,,0,0,0,1,0,0
DB05624,b'Teverelix',small molecule,"A synthetic decapeptide, water-soluble Gonadotropin-releasing hormone antagonist. It has reached phase II clinical trials.",0,0,0,1,0,0
DB05630,b'Sodium stibogluconate',small molecule,"Sodium stibogluconate is a medicine used to treat leishmaniasis and is only available for administration by injection. It belongs to the class of medicines known as the pentavalent antimonials. Sodium stibogluconate is sold in the UK as Pentostam (manufactured by GlaxoSmithKline). Widespread resistance has limited the utility of sodium stibogluconate, and in many parts of the world, amphotericin or miltefosine are used instead. It is also being investigated as an anti-tumor agent.",1,0,0,1,0,0
DB05642,b'DDP-225',small molecule,DDP225 is both a noradrenaline reuptake inhibitor and a serotonin type 3 receptor (5-HT3) antagonist. Noradrenaline and serotonin are neurotransmitters that are known to be involved in the control of the gastrointestinal system.  The unique combination of noradrenaline reuptake inhibition and 5-HT3 antagonism in one orally delivered compound represents a novel approach to treating IBS-d and other functional GI diseases. Dynogen licensed preclinical and clinical data related to DDP225 from Mitsubishi Pharma in October 2003.,0,0,0,1,0,0
DB05644,b'KP-1461',small molecule,"KP-1461 is a potent, non-chain-terminating, mutagenic deoxyribonucleoside analogue. Designated a DNA covert nucleoside, the drug consists of a modified base that incorporates randomly into HIV and pairs with multiple bases.",0,0,0,1,0,0
DB05659,b'Faropenem medoxomil',small molecule,"Faropenem medoxomil is an ester prodrug derivative of the beta-lactam antibiotic [faropenem]. The prodrug form of faropenem offers dramatically improved oral bioavailability and leads to higher systemic concentrations of the drug. Faropenem medoxomil is a broad-spectrum antibiotic that is highly resistant to beta-lactamase degradation. It is being developed jointly by Replidyne, Inc. and Forest Laboratories, Inc.",0,0,0,1,0,0
DB05662,b'NP-50301',small molecule,"NP-50301 is an ophthalmic therapeutic eye drop treating post-menopausal Dry Eye Syndrome (DES). It is being developed by Nascent Pharmaceuticals. It is estimated that about 30% of postmenopausal women suffer symptoms of DES, which accounts for over 12 million women in the U.S. The majority of sufferers of DES are postmenopausal women; and clinical research around the world has suggested the benefits of both topical and systemic estrogen therapy in the treatment of DES in this population.",0,0,0,1,0,0
